model,mileage,vol_engine,fuel,price(usd)
astra,216474,1600,1,9975.0
octavia,54510,1395,2,18749.75
sportage,2000,1591,2,24475.0
megane,5,1332,2,23112.5
clio,150096,1461,1,9350.0
focus,130872,1496,2,19225.0
passat,215390,1984,2,5250.0
clio,45000,1149,2,9499.75
astra,265000,1364,2,5375.0
megane,236000,1598,0,5975.0
qashqai,171236,1997,2,10475.0
a6,194500,1968,1,13975.0
sportage,170000,1591,0,12475.0
focus,109000,1499,1,10125.0
a4,196000,1968,1,26250.0
octavia,184706,1595,2,3375.0
qashqai,266460,1997,0,6247.5
qashqai,152968,1598,1,17475.0
a6,69441,1968,1,36449.75
a4,233000,1781,2,1225.0
fabia,161000,1198,2,3225.0
fiesta,125500,1498,1,5725.0
leon,260000,1390,2,1675.0
octavia,222777,1200,2,8375.0
golf,84497,1395,2,18725.0
fabia,80000,1197,2,9975.0
focus,56370,1498,1,12475.0
c-klasa,260000,2148,1,6125.0
fiesta,206900,1388,2,4600.0
insignia,76000,1796,2,7499.75
sportage,124390,2359,2,17475.0
clio,187658,1390,2,749.75
insignia,299600,1956,1,4247.5
octavia,222666,1968,1,10250.0
passat,28274,1968,1,29975.0
fiesta,129000,1242,2,3975.0
passat,33360,1498,2,27950.0
astra,296500,1910,1,2725.0
a3,184000,1798,2,5000.0
seria-5,177850,2497,2,6000.5
focus,56136,1596,2,10750.0
octavia,164660,999,2,12449.75
passat,139000,1968,1,18975.0
a3,264000,1968,1,5375.0
golf,268500,1798,2,13725.0
a3,120000,1197,2,7475.0
ceed,19713,1482,2,21975.0
focus,184382,1796,2,2575.0
sportage,188000,1991,1,5225.0
astra,136196,1364,2,10725.0
a6,287000,1968,1,5375.0
insignia,153460,1956,1,11725.0
fabia,131000,1397,2,1225.0
leon,254000,1781,2,5725.0
qashqai,145000,1997,2,8250.0
golf,294000,1896,1,1537.5
octavia,307000,1968,1,6225.0
octavia,169000,1896,1,5725.0
golf,196000,1390,2,4475.0
clio,55000,898,2,10225.0
sportage,136000,1685,1,17475.0
astra,143000,1598,2,2900.0
focus,150800,1498,1,12475.0
a3,251000,1596,2,1125.0
i30,43681,1498,2,16600.0
mondeo,198000,1997,1,19225.0
octavia,204650,1798,2,5225.0
qashqai,178600,1995,1,8450.0
golf,179000,1390,2,2725.0
octavia,16580,1498,2,31247.5
focus,312688,1560,1,1750.0
seria-3,259142,2171,2,5225.0
c-klasa,177956,1998,2,2875.0
mondeo,240000,1997,1,3950.0
qashqai,21895,1333,2,22499.75
seria-1,166000,1995,1,7125.0
seria-3,33220,1499,2,27475.0
focus,182000,2000,2,6500.0
astra,101777,1956,1,6975.0
astra,102000,1598,2,9247.5
qashqai,144000,1997,2,6725.0
focus,151000,1596,2,3725.0
fabia,150854,1197,2,9000.0
a4,159000,1798,2,7875.0
fiesta,86000,1242,0,4575.0
focus,111000,998,2,7475.0
insignia,280000,1956,1,5535.0
fiesta,172878,1299,2,1249.5
c-klasa,158000,1595,2,12475.0
seria-3,217000,1895,2,2150.0
seria-3,55889,1499,2,23725.0
seria-5,282000,2494,0,3725.0
seria-3,178000,1995,2,3225.0
octavia,287000,1896,1,972.5
fabia,147171,1598,1,5000.0
fabia,43500,999,2,9212.5
fabia,160887,1390,2,5000.0
megane,170000,1598,2,5725.0
c-klasa,147000,1796,2,17250.0
sportage,92642,1995,2,8225.0
seria-5,152707,1997,2,22475.0
seria-5,3000,1995,1,16725.0
fabia,32000,999,0,9840.0
octavia,46000,1498,2,24999.75
octavia,183161,1968,1,17475.0
mondeo,117970,1498,1,15949.75
sportage,5,1591,2,24072.5
megane,13632,1332,2,18125.0
astra,67413,1399,2,16000.0
octavia,167000,1595,2,4725.0
i30,93164,1591,2,6750.0
a4,47850,1984,2,34750.0
e-klasa,215000,1796,2,9750.0
fiesta,139000,1400,2,3999.75
astra,60913,1399,2,14475.0
a4,259650,1781,2,4225.0
astra,144787,1686,1,4999.5
c-klasa,229000,1796,2,9975.0
fiesta,124000,1388,2,2124.75
a4,142500,1798,2,16500.0
octavia,165000,1984,2,9225.0
focus,170200,1596,2,4250.0
insignia,231870,1956,1,12625.0
insignia,92891,1998,2,11000.0
i30,116257,1396,2,9500.0
insignia,217000,1998,2,7225.0
a6,228000,1968,1,14375.0
mondeo,141768,1596,2,9000.0
fabia,1910,999,2,14475.0
ceed,27000,1368,2,17475.0
astra,241485,1362,2,7225.0
seria-5,78100,1995,1,37475.0
insignia,253000,1598,2,7975.0
sportage,116904,1685,1,14375.0
insignia,235000,1956,1,4975.0
seria-3,250900,1998,2,2375.0
c-klasa,195234,1796,0,5250.0
seria-3,76158,1995,1,27367.5
octavia,81921,1800,2,19975.0
seria-1,204822,1596,2,3225.0
ceed,109000,1396,2,8150.0
c-klasa,151000,1796,2,14987.5
c-klasa,73200,2148,1,7500.0
leon,146000,1798,2,5975.0
focus,230000,1596,2,3725.0
insignia,183000,1598,1,9575.0
passat,110070,1984,2,31449.75
leon,186000,1395,2,10000.0
astra,140000,1598,1,10225.0
corsa,73000,1364,2,4112.5
i30,142000,1396,2,7999.75
passat,99063,1968,1,30725.0
mondeo,95400,1997,1,17475.0
astra,189000,1686,1,5925.0
c-klasa,173000,1796,2,6975.0
c-klasa,250000,1796,2,8975.0
fabia,167000,1197,2,4475.0
golf,25000,1395,2,18500.0
megane,218000,1598,2,3499.75
c-klasa,142000,1796,2,6497.5
golf,158900,2000,1,18475.0
a4,305014,1896,1,2075.0
astra,204800,1598,2,7175.0
golf,10,1498,2,33022.5
astra,210125,1364,2,5125.0
a4,293447,1798,2,5999.75
mondeo,147400,1753,1,3725.0
insignia,25000,1998,2,20625.0
insignia,226500,1956,1,7250.0
seria-3,299999,2497,2,4249.75
octavia,258000,1984,2,13725.0
astra,144500,1598,1,10725.0
seria-1,117000,1995,1,17500.0
octavia,235184,1598,1,7475.0
seria-1,187000,1599,2,4825.0
focus,161263,1798,2,4500.0
ceed,174000,1582,1,8475.0
insignia,225000,2000,1,5975.0
golf,10,1498,2,30737.5
focus,82895,1499,1,10500.5
c-klasa,84060,1595,2,27475.0
a3,172462,1968,1,21225.0
golf,199842,1598,1,11249.75
a3,138313,1798,2,6500.0
passat,111787,1395,2,18125.0
astra,107000,1364,2,8350.0
mondeo,174000,1999,2,7225.0
clio,128000,1461,1,9725.0
golf,127820,1968,1,16975.0
astra,220150,1598,2,2975.0
a4,299000,1968,1,4000.0
fiesta,108084,998,2,6975.0
c-klasa,188286,1598,1,19725.0
leon,76600,1968,1,13750.0
ceed,36254,998,2,17225.0
mondeo,250000,1753,1,4225.0
leon,11500,1498,2,19975.0
a4,143700,1798,2,9000.0
leon,20252,1498,2,21375.0
seria-1,207000,1995,2,3675.0
sportage,170000,1685,1,10975.0
golf,72000,1968,1,23475.0
megane,206000,1870,1,2225.0
insignia,146673,1956,1,11625.0
corsa,155000,1199,2,1200.0
seria-3,208000,1995,2,7975.0
leon,190000,1395,2,9997.5
a4,244000,1781,2,3725.0
passat,194634,1968,1,23825.0
passat,206000,1968,1,3475.0
astra,13955,1598,2,22250.0
a6,126800,1781,2,4975.0
octavia,249000,1598,1,8579.25
astra,188143,1398,2,5725.0
fabia,170307,1422,1,9850.0
golf,260000,1595,0,5975.0
mondeo,219325,1999,2,4450.0
golf,248000,1598,1,5725.0
corsa,85548,1398,2,6875.0
passat,209000,1968,1,4150.0
sportage,236000,1591,2,12475.0
a4,295000,1968,1,11225.0
mondeo,320000,2000,1,3975.0
qashqai,172246,1997,2,9500.0
clio,71530,898,2,12875.0
golf,194400,1598,1,9950.0
clio,178000,1149,2,2749.75
fabia,114432,1198,2,6225.0
c-klasa,103000,1991,2,34974.5
focus,64306,1498,2,15625.0
focus,144000,1498,1,11475.0
seria-1,78365,1499,2,18075.0
a4,111018,1968,1,22225.0
golf,106679,1896,1,4725.0
focus,64000,1596,2,8975.0
golf,145840,1395,2,15725.0
seria-1,231700,1596,2,4625.0
golf,80000,1984,2,19875.0
focus,236000,1596,2,3000.0
astra,215100,1598,2,2747.5
octavia,128611,1598,1,16800.0
c-klasa,281236,2143,1,9999.5
a6,248000,1968,1,4975.0
octavia,247211,1598,1,5475.0
golf,290000,1598,1,6375.0
astra,43025,1399,2,19125.0
clio,109109,1461,1,9350.0
corsa,133000,1229,0,5625.0
clio,200000,1149,2,3475.0
insignia,226000,1956,1,5725.0
e-klasa,88100,1950,1,31725.0
astra,240000,1598,2,4125.0
megane,33051,1598,2,13250.0
i30,121000,1396,2,4975.0
a3,164492,1968,1,15325.0
astra,91477,1398,2,6975.0
seria-1,93777,1995,2,4625.0
a6,320200,2398,0,2075.0
astra,152500,1364,0,7200.0
a3,93000,1595,2,2125.0
qashqai,213000,1461,1,8500.0
focus,5,999,2,27875.0
ceed,142500,1396,2,4475.0
corsa,270000,1248,1,1225.0
a6,327000,2698,1,5625.0
passat,207329,1968,1,4875.0
astra,281000,1598,2,622.5
golf,19078,1395,2,16100.0
passat,172734,1968,1,20725.0
e-klasa,291000,1796,2,13975.0
megane,145600,1461,1,11975.0
mondeo,193764,1997,1,8450.0
insignia,239000,1956,1,5475.0
corsa,113000,1229,2,4475.0
seria-1,107500,1598,2,11650.0
corsa,183000,1229,2,4225.0
a6,250000,2393,2,5975.0
megane,211760,1598,2,2975.0
leon,300000,1984,2,2875.0
ceed,44997,1368,2,17475.0
mondeo,287000,1997,1,5975.0
a4,299000,2698,1,8747.5
seria-5,247000,1995,1,8750.0
megane,188648,1397,2,5350.0
fabia,140870,999,0,10900.0
a4,261000,1781,0,1675.0
a4,220000,1968,1,4225.0
passat,200000,1598,1,17875.0
i30,34270,1368,2,15725.0
mondeo,221000,1498,1,11725.0
leon,64678,1498,2,19725.0
a3,30220,1498,2,29725.0
seria-1,156752,1995,1,11249.75
passat,60220,1395,2,21217.5
corsa,210000,1229,0,3350.0
a4,298000,2393,0,3225.0
astra,237000,1364,2,3475.0
golf,204000,1598,1,12225.0
passat,312000,1968,1,12250.0
insignia,178400,1796,2,7850.0
qashqai,92000,1618,2,17475.0
passat,232962,1968,1,15975.0
fiesta,99500,1499,1,7487.5
seria-5,250000,2497,0,5625.0
seria-3,198000,1995,2,5725.0
corsa,87538,1229,0,7475.0
fabia,268000,1390,2,2225.0
i30,255334,1582,1,3925.0
qashqai,123000,1598,1,14975.0
a3,250000,1896,1,6225.0
megane,20,1332,2,19925.0
a4,187740,1984,2,6225.0
golf,5,1498,2,36170.0
seria-1,118600,1596,2,4575.0
a3,14278,1498,2,31975.0
a6,132000,1968,1,30000.0
a4,217000,1896,1,3225.0
octavia,107000,1896,1,2475.0
mondeo,83000,1997,1,18725.0
leon,199000,1968,1,11975.0
a4,250000,1781,2,4499.75
corsa,71000,1229,2,3350.0
corsa,163931,1199,2,999.75
astra,168000,1598,2,3125.0
passat,159295,1968,1,26975.0
mondeo,167000,1596,2,4725.0
ceed,236000,1582,1,3225.0
seria-1,192000,1596,2,2975.0
a3,16113,1500,2,30737.5
octavia,117000,1395,2,14725.0
golf,297120,1896,1,3150.0
a6,202350,2390,2,3225.0
a3,56000,1798,2,16475.0
golf,100000,1197,2,10225.0
octavia,141352,1395,2,12499.75
golf,318000,1390,0,1475.0
golf,143000,1390,2,5625.0
a4,70000,1968,1,19500.0
a3,228000,1781,2,1647.5
golf,65856,1197,2,10725.0
golf,267000,1896,1,3650.0
e-klasa,246600,2148,1,7125.0
seria-3,129532,1995,1,29975.0
mondeo,150000,1997,1,15725.0
a3,185000,1968,1,9124.75
astra,77000,1399,2,11737.5
megane,32929,1461,1,20725.0
seria-1,100000,1496,1,14225.0
passat,146017,1798,2,22812.5
mondeo,315901,1997,1,4475.0
mondeo,212435,1997,1,7975.0
corsa,1,1199,2,16897.5
astra,159010,1598,1,11975.0
focus,130952,1596,2,6000.0
sportage,20200,1591,2,29225.0
a3,192211,1390,2,6249.75
fabia,76761,999,0,13225.0
e-klasa,325000,2143,1,17475.0
a4,234900,1968,1,9725.0
seria-3,239000,1995,2,4450.0
octavia,303000,1896,1,3050.0
ceed,37040,1368,2,12975.0
seria-5,90000,1997,2,16250.0
sportage,164498,1975,2,5225.0
sportage,4898,1591,2,28225.0
a3,74555,1984,2,17874.75
mondeo,187000,1997,1,12725.0
seria-3,108210,1995,1,29475.0
leon,90000,1395,2,13747.5
astra,163000,1686,1,5700.0
seria-3,29300,1995,1,24997.5
focus,311942,1560,1,4625.0
leon,2311,999,2,21825.0
seria-3,259000,1995,1,4975.0
fiesta,182000,1560,1,4975.0
golf,110100,1395,2,18224.75
a6,270000,1968,1,18750.0
sportage,124000,1685,1,15700.0
qashqai,185000,1995,1,8725.0
a6,277000,2496,1,1250.0
octavia,157359,1595,0,8225.0
fabia,39630,999,2,12250.0
mondeo,257684,1560,1,6475.0
focus,117534,999,2,9999.75
astra,58687,1598,1,14375.0
fabia,135321,1198,2,4050.0
megane,142000,1598,2,3725.0
octavia,124886,1968,1,17750.0
astra,187000,1400,0,1249.75
insignia,205000,1796,2,7400.0
octavia,162000,1595,2,3475.0
a4,235900,1968,1,7225.0
clio,219000,1149,2,3103.75
qashqai,281123,1997,2,6975.0
ceed,133868,1582,1,16000.0
leon,185600,1968,1,8112.5
corsa,130000,1229,2,4475.0
astra,201000,1398,2,6200.0
a3,240000,1598,1,10975.0
corsa,1,1199,2,18867.75
megane,5,1332,2,22475.0
seria-3,248328,1995,1,2750.0
astra,113000,1600,1,10475.0
mondeo,307000,1560,1,4749.75
corsa,171567,1248,1,5875.0
octavia,105000,1395,2,12225.0
qashqai,300000,1995,1,5750.0
megane,200000,1998,0,975.0
megane,196000,1397,2,4825.0
insignia,288277,1956,1,8475.0
astra,187000,1364,2,6725.0
sportage,132000,1591,2,12975.0
insignia,130000,1598,1,15225.0
leon,187000,1595,0,6125.0
seria-3,182000,1995,2,7225.0
seria-1,92000,1496,1,13000.0
astra,240000,1598,1,6725.0
sportage,12471,1591,2,22975.0
seria-3,195311,1995,2,6750.0
mondeo,180200,1498,1,12450.0
i30,174000,1396,0,7975.0
astra,182000,1598,2,3725.0
focus,197000,1997,1,11999.75
mondeo,147000,1997,1,21225.0
insignia,282000,1956,1,6225.0
astra,179000,1598,2,3497.5
a4,178000,1798,2,6725.0
ceed,168000,1396,1,7200.0
a3,71282,1498,2,19225.0
leon,181800,1968,1,7950.0
fiesta,191000,1388,2,962.5
seria-3,260000,1991,0,4200.0
fiesta,160000,1399,1,4225.0
a6,240000,2698,1,9225.0
seria-1,134000,1599,2,4975.0
passat,311100,1968,1,3575.0
a6,233000,2400,2,1825.0
seria-5,237000,2497,1,4975.0
focus,175800,999,2,6725.0
qashqai,228000,1461,1,5725.0
megane,230000,1461,1,5475.0
astra,210000,1598,1,6725.0
passat,89094,1968,1,26225.0
fiesta,74813,1242,2,4875.0
passat,85000,1984,2,23000.0
insignia,191499,1956,1,5950.0
golf,270000,1896,1,2225.0
clio,155510,1390,2,500.0
astra,276138,1598,0,2500.0
a4,325000,1968,1,9725.0
astra,213000,1598,2,8725.0
focus,228000,1753,1,1725.0
sportage,156000,1991,1,4975.0
fabia,125000,999,0,8900.0
astra,212543,1686,1,2650.0
octavia,125500,1968,1,10975.0
c-klasa,81189,1595,2,24975.0
clio,63000,1149,2,9475.0
a3,70600,1498,2,32999.75
golf,1,1588,1,2475.0
octavia,163000,1984,2,14225.0
megane,38347,1598,2,9500.0
astra,77000,1399,2,14225.0
e-klasa,220000,2143,1,9625.0
i30,190000,1396,2,3875.0
seria-3,208000,1995,2,4999.75
a3,20577,1498,2,29475.0
seria-3,137000,1997,2,14000.0
insignia,86850,1598,1,21825.0
seria-3,322000,2171,0,1375.0
golf,236300,1598,1,8225.0
leon,147000,1197,2,10225.0
a6,215000,2393,0,2925.0
golf,237822,1896,1,4487.5
a6,218000,1968,1,4749.75
passat,166783,1984,2,28725.0
golf,136815,999,2,14975.0
octavia,286000,1968,1,2625.0
insignia,215000,1956,1,8625.0
seria-5,250000,2494,2,1375.0
octavia,86052,1598,1,17449.75
golf,160064,1598,1,14475.0
a4,240000,2000,2,4225.0
astra,37148,1399,2,18975.0
seria-3,181230,1995,1,15475.0
megane,111602,1461,1,12475.0
focus,113500,1596,2,8350.0
megane,173000,1397,2,5900.0
a4,201121,1781,2,3725.0
octavia,71681,999,2,16725.0
focus,56000,999,2,8625.0
megane,173406,1397,2,5225.0
fabia,9,999,2,18362.5
seria-3,71500,1499,2,24975.0
qashqai,143200,1997,2,6475.0
seria-3,172600,1995,1,7375.0
ceed,191000,1591,2,8725.0
seria-3,331000,1995,1,2125.0
focus,165779,1798,2,4999.75
passat,221340,1595,2,2825.0
focus,130000,1596,0,10900.0
focus,105000,1596,0,9875.0
golf,1,999,2,29975.0
a3,268000,1595,2,3900.0
clio,210000,1200,2,3333.25
fiesta,94000,998,2,7475.0
fabia,49117,1422,1,13225.0
seria-3,61000,1995,1,24975.0
astra,288000,1910,1,3500.0
a3,178000,1896,1,4700.0
astra,102000,1598,2,1725.0
a6,119529,1968,1,36225.0
clio,83500,898,2,6925.0
fabia,8,999,2,16212.5
fabia,158000,1198,2,3975.0
qashqai,182000,1997,0,7475.0
mondeo,222264,1999,2,5975.0
octavia,281000,1896,1,4489.5
octavia,78000,1968,1,16975.0
seria-1,47800,1496,1,21225.0
clio,143575,1149,2,1725.0
a4,171234,1798,2,7487.5
e-klasa,246000,2143,1,10975.0
a4,282000,1968,1,12249.75
astra,295000,1389,2,900.0
seria-1,126000,1995,1,13750.0
octavia,95941,1968,1,19475.0
focus,130000,998,2,6925.0
leon,226500,1896,1,6925.0
astra,56000,1399,2,16725.0
focus,195000,1596,2,2225.0
seria-1,205000,1995,1,7725.0
astra,270000,1910,1,2200.0
megane,66000,1461,1,12475.0
corsa,117500,1398,2,6000.0
clio,1,999,2,21700.0
megane,187751,1461,1,4725.0
seria-5,250000,1995,1,6475.0
seria-1,195000,1995,2,5624.75
corsa,191400,973,2,1225.0
octavia,103158,1968,1,22475.0
c-klasa,23778,1595,2,27475.0
octavia,125000,1598,1,14975.0
focus,13000,1999,0,12225.0
insignia,178600,1798,2,7150.0
sportage,53000,1591,2,15475.0
leon,156000,1896,1,3625.0
a3,306800,1968,1,2500.0
focus,147697,1498,1,10425.0
passat,199000,1968,1,15500.0
a6,199000,1968,1,17250.0
c-klasa,159000,1796,2,4475.0
i30,310000,1582,1,3975.0
octavia,159700,1798,2,17000.0
a4,241200,1896,1,3499.75
sportage,66800,1591,2,12497.5
sportage,10,1591,2,29422.5
a4,168000,1984,2,21494.25
clio,70000,1197,2,11750.0
insignia,25000,1956,1,22725.0
astra,126789,1598,1,13225.0
insignia,247881,1956,1,6000.0
a3,150000,1197,2,15975.0
seria-3,97800,1995,1,23500.0
seria-3,213458,2497,2,7475.0
golf,93000,1968,1,14750.0
fabia,90141,999,2,11225.0
insignia,260000,1956,1,5900.0
passat,121500,1968,1,22225.0
seria-5,284500,1995,1,5875.0
c-klasa,170000,1597,2,8999.75
seria-3,214300,1995,1,11225.0
astra,84029,1399,2,16475.0
astra,128000,1364,2,8650.0
passat,214000,1984,2,2497.5
seria-1,84888,1598,2,11500.0
octavia,201000,1598,2,3675.0
fabia,173552,999,2,9475.0
seria-1,204000,1995,1,10975.0
mondeo,230000,2179,1,6249.75
ceed,109000,1582,1,7375.0
corsa,237658,1686,1,2975.0
corsa,25400,1398,2,7700.0
seria-1,123000,1598,2,9475.0
seria-3,186633,1995,1,11500.0
leon,190000,1598,2,2250.0
ceed,47500,1353,2,20725.0
a4,134000,1968,1,8975.0
focus,207000,1596,2,999.75
ceed,85000,1396,2,12497.5
a4,180560,1968,1,9425.0
i30,165178,1396,1,7925.0
mondeo,125000,1997,1,20400.0
ceed,181000,1396,2,4362.5
golf,240000,1390,0,4625.0
seria-3,220325,1995,1,10000.0
passat,226218,1968,1,8750.0
focus,248000,1499,1,7725.0
ceed,24973,1482,2,21975.0
e-klasa,238000,1796,2,5050.0
clio,83000,1149,2,7975.0
qashqai,15000,1197,2,17375.0
mondeo,74009,1498,2,16975.0
octavia,189000,1598,1,14997.0
insignia,93000,1364,2,9475.0
seria-5,257652,2497,2,7200.0
seria-5,308000,2497,1,3747.5
astra,215321,1598,2,2725.0
focus,218434,1596,2,2225.0
mondeo,220000,1997,1,12625.0
seria-3,250000,1995,1,7475.0
megane,205000,1598,2,1875.0
megane,126500,1870,1,6175.0
astra,169300,1998,2,2175.0
focus,138000,1596,2,11375.0
seria-5,171000,1995,1,15500.0
astra,190747,1598,2,8975.0
seria-3,210000,2000,2,4475.0
passat,259000,1968,1,4100.0
golf,180000,1598,2,2375.0
clio,9180,999,2,12225.0
astra,196000,1364,2,2475.0
ceed,114420,1396,1,10975.25
insignia,197000,1956,1,7475.0
astra,102255,1956,1,7475.0
corsa,15202,1398,2,12725.0
focus,189038,1499,1,9900.0
octavia,190000,1984,2,8225.0
golf,142000,1598,1,11475.0
clio,90000,1149,2,7725.0
clio,52560,1149,2,12475.0
corsa,72000,1398,2,8575.0
mondeo,181239,1999,2,10750.0
seria-3,209939,1995,2,7472.5
golf,191000,1595,2,4700.0
astra,190000,1998,2,3249.75
golf,188000,1595,2,3725.0
a3,152500,1598,1,8475.0
qashqai,23000,1197,2,17425.0
a6,186864,1968,1,19200.0
c-klasa,159000,2200,1,15325.0
fiesta,16955,1084,2,12875.0
seria-5,155000,1997,2,14975.0
fabia,182000,1198,2,3725.0
a4,148000,1798,2,7749.75
a3,158000,1390,2,6950.0
ceed,320000,1591,0,3975.0
mondeo,235000,1560,1,6500.0
qashqai,49000,1197,2,18450.0
megane,126643,1598,2,8625.0
seria-3,95700,1995,2,3975.0
octavia,281086,1968,1,8250.0
passat,85100,1968,1,18724.75
astra,24000,999,2,13749.75
octavia,292000,1968,1,3875.0
a4,118000,1595,2,5875.0
a3,193000,1600,1,10925.0
passat,169287,1390,2,4825.0
astra,31000,1341,2,18950.0
insignia,195000,1796,2,6497.5
a3,199000,1390,2,8249.75
qashqai,143000,1461,1,19975.0
leon,98651,1798,2,19975.0
passat,319616,1984,2,1999.75
a4,110895,1798,2,7050.0
leon,16725,1498,2,20000.0
astra,250621,1400,2,3350.0
corsa,3768,1199,2,16225.0
a4,158551,1968,1,37474.5
astra,190000,1598,2,3999.75
fabia,1,999,2,18787.5
focus,93551,1498,2,15725.0
i30,334000,1582,1,5925.0
clio,118000,1598,2,3700.0
golf,127842,1598,1,11200.0
clio,183780,1461,1,8000.0
passat,198000,1968,1,5725.0
megane,27600,1332,2,17425.0
astra,214000,1686,1,5975.0
a3,198000,1984,2,2850.0
a3,240000,1595,2,5375.0
qashqai,220000,1598,2,8975.0
fiesta,147000,1560,1,5975.0
focus,114000,1560,1,6975.0
a4,230000,1781,2,6250.0
i30,137000,1591,2,9475.0
a4,257000,2598,0,1725.0
passat,215000,1984,2,4000.0
astra,154000,1598,2,8225.0
astra,152900,1364,0,10225.0
octavia,131000,1598,1,14975.0
megane,26070,1461,1,14375.0
a6,320000,1968,1,4625.0
c-klasa,216852,2148,1,3725.0
a4,195834,1968,1,16250.0
seria-3,200000,1995,1,16249.75
seria-5,328000,1995,1,8425.0
focus,109180,1499,1,13225.0
fiesta,190000,1388,2,4749.75
c-klasa,206000,1796,2,8462.5
focus,144521,1498,1,9725.0
clio,153000,1461,1,8975.0
astra,151829,1686,1,6975.0
ceed,188000,1396,2,3975.0
astra,253515,1598,2,3625.0
astra,106800,1398,2,6475.0
mondeo,114000,1997,1,19750.0
sportage,2500,1591,2,35725.0
seria-1,141004,1995,2,4749.75
mondeo,160000,1753,1,7475.0
astra,230000,1598,2,3875.0
golf,249250,1896,1,1725.0
focus,189000,1798,2,4475.0
a3,190000,1595,2,7225.0
i30,169000,1396,1,6725.0
astra,157000,1364,2,7475.0
seria-3,154467,1995,1,13100.0
astra,222909,1686,1,6125.0
astra,198853,1598,2,2900.0
golf,191000,1595,2,3975.0
astra,176000,1398,2,2749.75
a4,260000,1968,1,8975.0
a4,107000,1968,1,26250.0
fabia,83623,1198,2,4425.0
a3,189000,1798,2,7475.0
passat,13900,1498,2,25500.0
seria-5,280000,2494,0,4225.0
focus,303000,1560,1,2749.75
e-klasa,87631,1950,1,34750.0
qashqai,184567,1598,2,6497.5
a6,242000,1968,1,9425.0
focus,213356,1560,1,2750.0
mondeo,252800,1997,1,4000.0
clio,200000,1461,1,747.5
astra,200000,1686,1,4150.0
golf,118709,1598,1,15625.0
astra,110000,1399,2,12950.0
astra,236772,1796,2,2225.0
ceed,10000,1482,2,20725.0
ceed,154000,1396,1,9975.0
octavia,8,1498,2,33125.0
seria-1,33700,1499,2,24975.0
fabia,159152,999,0,6975.0
seria-3,250000,2494,2,4999.75
octavia,115360,1968,1,21975.0
sportage,29500,1591,2,17000.0
octavia,175000,1798,2,17475.0
octavia,136600,1598,1,15722.0
a4,78000,1968,1,33475.0
golf,236600,1595,2,4987.5
seria-5,203230,1995,1,13375.0
sportage,297000,1975,0,6900.0
a4,309000,1968,1,6475.0
astra,260123,1686,1,2249.75
a4,211000,1781,2,4150.0
a4,166118,1968,1,18400.0
seria-3,270000,1995,1,7975.0
a6,281048,1968,1,8750.0
insignia,190000,1956,1,6999.75
fiesta,198000,1560,1,6249.75
i30,209000,1582,1,8675.0
seria-3,187000,2000,2,3987.5
focus,229000,1596,2,3725.0
astra,111000,1598,2,7225.0
golf,139000,1598,1,13425.0
qashqai,203760,1995,1,6725.0
mondeo,325000,1997,1,4487.5
corsa,2,1199,2,17497.5
fiesta,186676,1299,2,1725.0
ceed,154000,1396,2,4225.0
megane,158147,1598,2,5125.0
qashqai,100766,1197,2,16725.0
megane,90000,1461,1,12675.0
c-klasa,61557,1991,2,25500.0
seria-1,158000,1995,1,10975.0
corsa,36000,1398,2,9450.0
fabia,190000,1598,1,3600.0
clio,85000,1598,2,3225.0
fabia,98000,1198,2,4500.0
i30,52000,1396,2,9999.75
insignia,160000,1956,1,20975.0
golf,38361,1984,2,27125.0
mondeo,121000,2000,1,23725.0
focus,93873,1499,1,12475.0
golf,195000,1600,2,4175.0
golf,56643,1968,1,21725.0
octavia,113988,1595,0,7225.0
seria-1,259000,1596,2,4200.0
c-klasa,213000,1796,0,4175.0
focus,97000,1498,1,10975.0
c-klasa,153154,1998,2,2300.0
a6,278000,1968,1,8350.0
fabia,150000,1397,2,1300.0
a6,176000,1968,1,14975.0
seria-5,177896,1995,1,17475.0
mondeo,126625,1997,1,8725.0
golf,113500,1400,2,4950.0
megane,193000,1998,2,6225.0
seria-1,190639,1596,2,5175.0
astra,164921,1364,2,4999.75
octavia,12360,1498,2,31247.5
astra,221000,1686,1,4724.75
golf,155195,1400,2,7375.0
astra,251900,1910,1,3725.0
a4,180000,1968,1,13975.0
qashqai,23395,1332,2,23400.0
astra,158000,1364,2,9100.0
seria-5,231000,1995,1,11475.0
clio,1000,999,2,18350.0
seria-3,20,1998,2,32675.0
a4,211000,1968,1,3975.0
focus,101300,1388,2,4175.0
fiesta,46248,1084,2,12500.0
corsa,29000,1229,2,9375.0
clio,57000,898,2,14475.0
sportage,9678,1591,2,29975.0
ceed,262004,1396,0,3875.0
passat,188230,1968,1,14975.0
octavia,184000,1968,1,14249.75
a3,225500,1968,1,5725.0
a4,190000,1968,1,12475.0
leon,215234,1968,1,10950.0
a6,130000,1968,1,18750.0
seria-1,52036,1998,1,23725.0
leon,80000,1498,2,19225.0
octavia,116200,1798,2,18225.0
passat,190000,1896,1,3225.0
sportage,176000,1991,1,5725.0
corsa,211326,1364,2,3612.5
a6,178000,1968,1,26100.0
fabia,59381,1197,2,9475.0
astra,108000,1364,2,10475.0
fiesta,192000,1242,2,3749.75
seria-3,262000,1995,1,5225.0
a4,150000,1798,2,13700.0
a6,252000,1984,2,6125.0
golf,84877,1395,2,18975.0
