model,mileage,vol_engine,fuel,price(usd)
23,119564,1995,1,36474.5
19,246000,1968,1,3300.0
20,1,1332,2,33050.0
22,137000,1796,2,3625.0
1,199999,1968,1,11675.0
22,87500,1995,1,21475.0
2,320000,1984,2,4000.0
14,283000,1956,1,6725.0
18,5,1498,2,37462.5
13,160000,1396,2,5125.0
23,179000,1995,1,17750.0
22,107000,1997,2,13497.5
2,249000,1968,1,8000.0
11,206000,1998,1,11125.0
3,189000,1796,2,1600.0
3,50500,1399,2,14225.0
19,194872,1798,2,5500.0
20,88317,1598,2,11975.0
14,29000,1956,1,28247.5
1,229123,1798,2,7475.0
11,194000,1498,1,9625.0
7,178783,1398,2,7475.0
17,149000,1997,1,18475.0
14,266000,1956,1,9725.0
20,180000,1997,2,10725.0
20,75000,1197,2,16625.0
17,180000,1999,2,5499.75
20,161000,1997,2,9955.25
18,178643,1598,1,12475.0
3,101580,1400,2,14975.0
19,104093,2000,1,29974.75
16,218600,1598,2,5225.0
11,22000,1498,1,18725.0
20,186200,1997,2,9200.0
4,191000,1597,2,7975.0
24,189658,1685,1,11875.0
16,168066,1461,1,15724.75
3,132000,1362,2,7725.0
7,295000,1229,2,2225.0
3,212000,1998,0,2725.0
21,271626,1596,0,4300.0
19,170000,1968,1,18725.0
16,298000,1461,1,600.0
22,190770,1995,1,9499.75
3,191000,1598,2,2225.0
24,12,1591,2,23750.0
23,162000,1995,1,17499.75
9,163885,1198,2,3337.5
9,133000,1390,0,875.0
12,166690,1197,2,7475.0
11,176659,1498,1,8225.0
4,67122,1991,2,24475.0
3,122399,1364,2,8225.0
1,293000,1968,1,3875.0
11,174895,1560,1,6475.0
23,112000,1995,1,21175.0
22,269887,1995,1,6497.5
11,176000,1500,1,19475.0
15,152000,1390,2,3850.0
3,191087,1598,0,3625.0
22,222000,1995,1,10500.0
11,152000,1596,2,2200.0
12,187000,1595,2,3249.25
18,105000,1598,1,14975.0
7,213000,1229,2,2250.0
12,186000,1968,1,21225.0
17,102300,1498,2,18475.0
0,193250,1595,0,2200.0
1,130000,1968,1,32499.75
22,149000,1995,1,6975.0
9,138000,1390,2,5500.0
17,224000,1560,1,6475.0
3,284208,1686,1,1725.0
1,199000,1595,2,2150.0
1,177500,1968,1,11725.0
9,115000,1198,2,5249.75
20,107300,1598,2,7975.0
3,134000,1364,2,6500.0
9,122837,1198,2,5000.0
19,187800,1968,1,16475.0
17,172433,1999,2,6125.0
17,73900,1999,0,12225.0
15,154000,1595,2,4475.0
15,200000,1798,2,3625.0
18,192000,1968,1,7375.0
7,198000,973,0,1125.0
12,273991,1896,1,3747.5
18,220570,1968,1,11950.0
3,183000,1796,0,3725.0
24,173445,1685,1,10924.75
12,220000,1595,2,2325.0
19,208412,1968,1,4694.25
2,249000,2400,2,1875.0
19,176549,1598,1,15500.0
20,41457,1197,2,19125.0
11,247000,1999,0,4450.0
13,183000,1582,1,8725.0
7,82169,1398,2,6725.0
22,282030,1995,1,11987.5
18,1,1968,1,35425.0
22,217000,1995,1,6350.0
22,277400,1995,2,2225.0
16,92302,1332,2,14975.0
20,150000,1997,2,7225.0
6,19317,898,2,8750.0
15,116000,1390,2,7375.0
9,46986,1198,2,3975.0
11,97000,998,2,6375.0
17,180263,1997,1,8749.75
10,161354,1299,2,2225.0
19,95000,1968,1,32475.0
1,91200,1968,1,37475.0
3,131000,1598,2,5749.75
17,105000,1997,1,5125.0
6,35000,898,2,8475.0
18,275469,1968,1,6119.25
0,112787,1390,2,7350.0
3,127000,1598,2,8225.0
19,329000,1896,1,4375.0
24,20900,1591,2,22975.0
12,139980,1395,2,14375.0
0,167000,1600,2,1749.75
7,88300,1398,2,6100.0
22,192358,1995,2,4625.0
18,117490,1395,2,19499.75
0,155000,1798,2,11225.0
3,248597,1686,1,1850.0
7,81000,1229,2,5499.75
20,170000,1600,1,16225.0
20,42000,1332,2,22475.0
4,189000,1796,2,1975.0
16,145000,1397,2,11500.0
24,81235,1591,2,16475.0
16,2900,1332,2,26975.0
11,180000,1997,1,7675.0
3,227900,1364,0,8725.0
20,24397,1197,2,22222.0
18,243000,1968,1,17500.0
11,183995,1499,1,11475.0
4,254000,2143,1,8475.0
11,35538,1499,2,18225.0
1,217000,1781,2,5725.0
18,240000,1598,1,5250.0
5,179000,1591,2,4625.0
3,150000,1598,1,11225.0
1,164505,1968,1,26106.75
22,279542,1995,1,5997.5
22,181000,1995,1,17499.75
19,59534,1984,2,32475.0
19,294000,1968,1,15750.0
3,114000,1598,1,14975.0
21,260000,1995,1,4749.75
23,264500,1995,1,17225.0
19,220000,1595,2,5950.0
12,1,1498,2,29100.0
8,178000,2148,1,5725.0
23,254880,2497,2,6500.0
11,84506,1596,2,12375.0
3,101300,1956,1,9375.0
8,174662,1991,2,13000.0
18,147664,1595,2,4499.75
23,303000,2171,0,2975.0
19,208000,1968,1,10725.0
8,227000,2143,1,13000.0
14,127555,1798,0,7200.0
11,333970,1997,1,5475.0
18,111255,1968,1,18475.0
16,173000,1461,1,6475.0
5,10,1500,2,21475.0
11,218000,1999,0,4475.0
22,210023,1796,2,1499.75
3,1,1199,2,20542.5
3,191000,1598,2,6475.0
19,182149,1968,1,19975.0
24,184000,1591,2,10475.0
13,12,1482,2,25675.0
12,194731,1598,1,7425.0
18,94800,1798,2,17475.0
14,185800,1956,1,8225.0
14,52525,1490,2,21724.75
6,290000,1461,1,1872.5
2,259000,2773,2,9725.0
9,150000,1198,0,2225.0
11,124000,998,2,8725.0
15,310000,1968,1,6900.0
15,56500,1395,2,21475.0
12,190821,1395,2,12475.0
2,232000,2393,2,2975.0
17,185000,1596,2,4975.0
5,93800,1396,2,11200.0
15,58000,1968,1,13825.0
22,200000,1995,2,7375.0
0,299300,1896,1,4225.0
15,113000,1390,2,6249.75
22,52000,1995,1,26250.0
14,202000,1956,1,8725.0
12,167681,1598,1,14975.0
19,198700,1798,2,5475.0
6,59000,999,2,15475.0
20,85000,1197,2,15950.0
18,156000,1800,2,4725.0
12,126000,1598,1,13725.0
1,260000,1968,1,10950.0
6,101531,898,2,11475.0
10,160000,1299,2,2225.0
11,136594,1499,1,12425.0
19,144000,1390,2,9225.0
5,82683,1582,1,14725.0
22,63990,1995,1,23954.25
1,290000,1896,1,3750.0
8,67000,1950,1,30500.0
23,274000,2500,2,4475.0
2,332000,2771,2,2975.0
21,92300,1499,2,20800.0
9,110000,1198,2,2475.0
21,191000,1600,2,4725.0
3,181393,1364,2,8000.0
3,199000,1364,2,6725.0
12,200000,1390,2,5725.0
12,209553,1595,2,2950.0
12,196000,1197,2,4249.75
19,122628,1968,1,21975.0
22,185900,2171,2,1875.0
14,167300,1953,1,10975.0
24,54000,1598,1,19950.0
16,62256,1197,2,8917.5
6,179000,1149,2,999.75
13,103695,1396,2,5750.0
23,221861,1995,1,12450.0
0,200000,1595,2,3975.0
7,123000,1248,1,3225.0
22,212000,1995,2,9475.0
4,205000,1597,2,7725.0
21,72719,1499,2,13475.0
22,201000,1995,2,3600.0
3,122000,1364,2,8725.0
17,305120,1753,1,3750.0
17,174500,1798,2,1375.0
22,214000,1995,1,5375.0
7,70733,1229,2,5225.0
19,175029,1968,1,22500.0
22,37000,1995,1,37475.0
20,66657,1461,1,20725.0
23,239000,1995,1,13725.0
3,178200,1598,1,12475.0
0,29156,1498,2,34725.0
16,1,1332,2,28262.5
19,167000,1968,1,26249.5
7,109000,1398,2,7249.75
22,91792,1995,1,26225.0
6,17022,999,2,15250.0
3,104000,1399,2,15725.0
11,306000,1999,0,4375.0
11,134500,1798,2,4725.0
21,192000,1596,2,3225.0
12,141103,1598,1,14225.0
17,74000,1997,1,35250.0
6,56000,999,2,14225.0
22,163527,1598,2,9500.0
4,186370,1796,0,9975.0
11,130000,1560,1,6975.0
3,180000,1364,2,8225.0
7,169000,1229,2,2975.0
12,211695,1390,2,2475.0
1,262200,1781,2,3650.0
19,112027,1968,1,19975.0
17,199971,1997,1,14475.0
20,165000,1997,2,7475.0
18,182346,1390,0,6750.0
3,42885,1399,2,13725.0
4,245000,1796,2,6875.0
7,145000,1398,2,6975.0
3,53317,1796,2,6125.0
1,157381,1968,1,22475.0
1,242350,1800,2,3575.0
23,232000,2497,2,7475.0
6,7,999,0,16475.0
8,255000,2143,1,14475.0
11,138000,1997,1,16975.0
21,149000,1995,2,5625.0
2,338000,1968,1,4725.0
3,199000,1364,2,7225.0
22,318000,1995,1,5500.0
3,270000,1364,2,5975.0
22,250000,1995,1,7000.0
1,325000,2698,1,4125.0
21,97000,1598,2,13750.0
0,231209,1595,2,5225.0
12,268042,1896,1,3000.0
14,193698,1956,1,5749.75
17,242664,1997,1,5475.0
0,165000,1600,1,7999.75
22,189000,1995,2,4725.0
1,210100,1968,1,14450.0
24,148167,1685,1,10475.0
12,183700,1390,2,1000.0
19,222113,1598,1,7500.0
6,92000,1461,1,6475.0
3,298000,1686,1,975.0
4,70000,1991,2,33225.0
16,87600,1198,2,7475.0
10,277262,1399,1,4225.0
11,179000,1560,1,1725.0
1,206260,1984,2,11999.75
11,170000,1499,1,11975.0
16,5,1332,2,24475.0
6,190000,1149,2,3750.0
5,10,1482,2,21622.5
3,168321,1364,2,3475.0
7,168000,1398,2,5475.0
17,205000,2000,1,4975.0
13,167460,1396,2,3950.0
0,179569,1390,2,6475.0
3,133000,1364,2,8975.0
11,74000,1596,2,9625.0
1,205988,1968,1,7499.75
14,283000,1956,1,6625.0
12,272000,2000,1,5475.0
5,187000,1582,1,8750.0
1,203667,1781,2,2375.0
21,234530,1995,1,3249.75
7,65100,1398,2,8000.0
2,152336,1968,1,25475.0
15,195000,1595,2,4725.0
3,194014,1598,2,2725.0
1,212152,1984,2,4725.0
17,307000,1997,1,4725.0
20,39000,1618,2,16975.0
24,6,1598,2,34475.0
6,119000,1149,2,3975.0
7,175716,1229,2,2950.0
14,220000,1956,1,6725.0
14,203000,1956,1,9000.0
11,91158,1596,2,12475.0
17,115450,1498,2,18975.0
11,217000,1997,1,11225.0
12,233400,1968,1,6375.0
4,165006,1597,2,9500.0
22,74000,1995,1,24750.0
14,217200,1956,1,6225.0
12,195000,1598,2,2975.0
1,31422,1968,1,33725.0
2,168000,1968,1,16500.0
7,196000,1398,0,4225.0
9,106014,1197,2,9050.0
11,237000,1560,1,4125.0
24,231000,1995,1,10725.0
24,20000,1591,2,24950.0
13,9227,1368,2,16625.0
12,110878,999,2,15725.0
15,129845,1798,2,8475.0
9,156000,1598,2,5475.0
16,6000,1332,2,16700.0
0,265000,1798,2,6475.0
19,137000,1968,1,18225.0
1,270000,1968,1,3900.0
5,170300,1582,1,3975.0
12,42800,1500,2,26225.0
13,188023,1396,2,5625.0
10,167400,1399,1,4975.0
6,138214,1461,1,8725.0
5,200000,1582,1,7200.0
9,39000,999,2,12475.0
3,48000,1598,2,11225.0
11,203151,1596,2,6475.0
18,108057,1968,1,18650.0
14,151100,1364,2,10725.25
17,153000,1997,1,8475.0
6,121844,1149,2,3925.0
1,179000,1800,2,2747.5
17,219300,1997,1,4475.0
5,245967,1582,1,4250.0
4,146000,1991,2,28225.0
2,265300,2773,2,7625.0
24,140000,1685,1,10375.0
3,184000,1598,1,10975.25
9,108000,1390,2,7997.5
16,322144,1870,1,1475.0
16,176294,1998,2,1850.0
17,190000,1999,2,6425.0
22,216759,1995,2,4249.75
9,145040,1198,2,3575.0
9,130000,1198,2,4975.0
4,190099,2143,1,20910.0
22,306000,1995,1,3874.75
3,215000,1686,1,6475.0
17,250507,1997,1,4250.0
18,96462,999,2,14225.0
7,163617,1229,2,1225.0
12,135000,1984,2,30000.0
14,119000,1598,1,11475.0
19,75700,1395,2,17475.0
22,257400,1995,2,6975.0
24,202000,1591,2,9975.0
7,213893,1248,1,1462.5
4,205652,2148,1,4125.0
12,10,1498,2,37635.0
17,170000,1997,1,15700.0
7,120000,1398,2,5075.0
11,176000,1560,1,7875.0
15,149135,1968,1,12375.0
22,136000,1995,1,7875.0
24,49174,1591,2,24250.0
3,194000,1398,2,3475.0
5,139239,1396,2,6225.0
12,38000,1395,2,17225.0
11,43339,1596,2,12199.75
24,17374,1598,2,24725.0
3,134550,1598,2,4937.5
17,228614,2000,1,4999.75
12,199000,1595,2,3400.0
16,81000,1598,2,2150.0
3,230000,1796,2,3475.0
16,300000,1870,1,1725.0
9,255227,1198,2,2725.0
24,13431,1591,2,22475.0
9,131100,1390,2,5375.0
21,169000,1995,1,3975.0
19,297700,1896,1,2124.75
15,175903,1197,2,5975.0
11,227000,1560,1,6499.75
10,190000,1242,2,5725.0
24,201715,1975,0,6925.0
6,163513,1461,1,7725.0
21,223000,1599,2,4725.0
3,220000,1910,1,2175.0
23,196000,1995,1,34975.0
17,127000,1997,1,18625.0
7,6000,1199,2,14725.0
17,199000,1498,1,13125.0
18,189912,1595,2,1749.75
7,83600,1248,1,8475.0
10,46000,1242,2,4675.0
1,122500,1968,1,22000.0
15,6000,1498,2,26725.0
4,264239,1796,2,3875.0
20,131000,1197,2,15975.0
0,162000,1395,2,11250.0
17,247000,1997,1,5700.0
18,168000,1598,1,6100.0
12,208540,1390,2,1997.5
8,252000,2143,1,8725.0
24,84971,1685,1,21474.75
5,152000,1591,2,4100.0
10,175550,1242,2,4237.5
5,207000,1582,1,8300.0
23,300000,2171,0,6247.5
6,48643,898,2,8875.0
14,199806,1598,1,14944.5
6,157000,1149,2,3375.0
16,241200,1998,0,5749.75
5,87432,1591,2,12475.0
3,125000,1598,2,4375.0
7,217000,1398,2,4225.0
3,183919,1796,2,3625.0
11,102900,998,2,6975.0
24,190000,1998,1,11725.0
1,106000,1798,2,8249.75
3,150000,1364,2,4225.0
3,134355,1400,2,12975.0
0,205000,1968,1,13750.0
19,248000,1968,1,22500.0
22,201689,1995,1,7725.0
1,223000,1968,1,14475.0
2,202000,2698,1,4722.0
3,178000,1598,2,3675.0
3,150000,1598,1,7475.0
10,107000,1560,1,4875.0
3,131000,1598,2,6725.0
21,222000,1596,2,4225.0
6,139000,1461,1,6700.0
7,143000,1229,2,3850.0
18,160000,1968,1,19225.0
3,165000,1956,1,6249.75
24,5,1591,2,36950.0
7,150344,1364,2,3725.0
21,201757,1995,1,5535.0
14,201000,1956,1,4125.0
22,79650,1995,1,9999.75
5,191000,1975,2,3725.0
12,212000,1984,2,10750.0
10,200000,1299,2,1725.0
17,68000,1997,1,17975.0
22,216000,1995,1,7475.0
0,203000,1968,1,4999.25
12,5,1498,2,25425.0
3,10571,1199,2,22475.0
20,119959,1197,2,17475.0
1,199000,1781,2,6375.0
3,202217,1686,1,4499.75
24,171860,1591,2,10975.0
15,123543,1968,1,14225.0
16,199000,1598,2,4475.0
16,76000,1461,1,12475.0
23,274000,2494,2,3075.0
12,198000,1390,2,4625.0
16,56011,1197,2,15975.0
11,292000,1596,2,1997.5
21,225000,1995,2,4475.0
13,97000,1582,1,11750.0
20,233477,1598,2,8425.0
6,100400,1149,0,7125.0
11,172670,1596,2,4249.75
11,127446,1498,1,10725.0
16,230000,1500,1,2900.0
22,240000,1995,1,2975.0
13,160222,1396,2,4700.0
3,159000,1364,2,8225.0
3,207000,1686,1,6725.0
5,226000,1582,1,5375.0
21,58000,1496,1,6375.0
21,134800,1995,2,6312.25
14,218000,1956,1,8375.0
0,257791,1598,1,7400.0
18,78300,1395,2,19475.0
13,129000,1396,2,5975.0
3,165000,1364,2,7500.0
23,244000,2494,2,4725.0
11,172000,1498,1,10725.0
10,201000,1242,2,4225.0
11,209000,1753,1,3825.0
1,257321,1968,1,4225.0
12,95305,1595,2,5125.0
1,79000,1798,2,17250.0
12,209520,1896,1,999.75
7,121000,998,2,2875.0
1,120830,1984,2,21725.0
1,208000,1968,1,4700.0
12,216600,1395,2,15975.0
2,208000,1968,1,14749.75
9,142000,999,2,9471.0
15,57000,1395,2,17250.0
17,152328,1997,1,19475.0
22,274000,1995,1,5750.0
9,177585,1598,1,6700.0
22,224000,1796,2,1862.5
16,90768,1197,2,10500.0
22,239000,1995,1,12350.0
19,50000,1984,2,6500.0
0,215626,1896,1,6249.75
11,96851,1498,1,13225.0
11,160000,1596,2,7400.0
7,174000,1229,2,3975.0
6,27000,898,2,9850.0
6,4,999,2,20000.0
3,150511,1598,2,3875.0
3,112846,1598,2,3975.0
19,97000,1968,1,17975.0
20,93484,1618,2,18725.0
19,105100,1968,1,23749.75
17,200000,1596,2,5749.75
3,74600,1399,2,16225.0
3,250000,1598,2,2475.0
24,145000,1685,1,17125.0
4,193500,1796,0,1950.0
24,197500,1975,0,7250.0
18,180000,1595,2,4249.75
10,290000,1596,2,4425.0
5,170000,1582,1,3725.0
16,162034,1461,1,11200.0
19,76077,1798,2,22475.0
0,258000,1896,1,5925.0
13,240510,1396,2,5725.0
20,157000,1997,2,9475.0
16,206000,1461,1,2475.0
18,144477,1598,1,15500.0
14,220000,1956,1,10975.0
17,288000,1997,1,4225.0
9,224938,1390,2,1999.75
19,279452,1798,2,4225.0
9,169890,1198,2,4225.0
4,212000,2148,1,7975.0
13,14941,1498,2,17000.0
17,244100,1997,1,4975.0
24,90000,1995,1,12225.0
0,240000,1968,1,8987.5
23,185000,1995,1,24175.0
20,106497,1598,2,11377.5
24,132000,1998,2,11000.0
1,216000,1984,2,4975.0
18,258451,1968,1,11070.0
17,164300,1997,1,16975.0
12,239000,1896,1,3475.0
3,191545,1364,2,6175.0
2,243000,1968,1,16475.0
1,200000,1968,1,12150.0
23,218567,1995,1,6375.0
5,182354,1400,2,4749.75
18,208952,1968,1,8975.0
12,207132,1390,2,5175.0
2,210000,1968,1,9375.0
16,128487,1397,2,7250.0
16,56600,1332,2,20475.0
19,65000,1968,1,27475.0
17,145236,1999,2,5725.0
3,65359,1399,2,15000.0
15,267000,1968,1,3225.0
19,132997,1968,1,22475.0
11,134000,1498,1,11999.75
23,244000,2498,1,2125.0
21,45333,1499,2,22475.0
19,315000,1896,1,3749.75
18,171962,1598,1,14000.0
20,50000,1461,1,24500.0
22,161000,1995,1,11500.0
12,195636,1390,2,2725.0
14,201200,1956,1,10999.75
9,200000,1390,2,1125.0
21,122000,1995,2,3875.0
20,189000,1598,1,12975.0
18,228000,1798,2,4225.0
14,167000,1956,1,11475.0
16,140529,1461,1,10975.0
3,86000,1399,2,15975.0
3,195800,1598,0,4700.0
22,296523,1995,1,4475.0
23,105000,1995,1,16750.0
24,159000,1998,1,11999.75
2,175739,1968,1,23375.0
24,196000,1685,1,13475.0
22,208200,1995,1,12475.0
11,186500,1560,1,5975.0
18,130199,1968,1,20475.0
20,173418,1997,2,10250.0
20,73000,1197,2,20975.0
19,299000,1968,1,4999.75
19,259000,1595,2,1437.5
10,200000,1560,1,4475.0
6,7,999,2,18450.0
18,147402,1968,1,6725.0
13,107639,1396,2,9625.0
22,130035,1995,1,18475.0
22,59700,2000,1,19975.0
12,130835,1598,1,17475.0
17,198000,1498,1,11675.0
9,134887,1390,2,3975.0
23,274676,1995,1,11725.0
1,200539,1798,2,7200.0
7,44462,1398,2,12475.0
0,184000,1968,1,6725.0
19,286000,1968,1,4625.0
23,213456,2494,0,1424.75
1,234060,1968,1,7725.0
15,83300,1498,2,16975.0
20,57000,1618,2,22475.0
14,204000,1956,1,6625.0
6,233243,1618,2,10725.0
11,178000,1596,2,6725.0
5,110000,1368,2,11625.0
20,72500,1197,2,14375.0
22,174000,1995,1,13150.0
0,135102,1595,2,5725.0
21,224200,1995,1,4999.75
6,41000,1598,2,3225.0
6,236000,1149,0,2374.75
3,213000,1598,0,3725.0
6,3165,999,0,16000.0
19,1,1498,2,28749.75
3,95000,1400,2,8125.0
13,61471,1396,2,9125.0
23,160000,1995,1,34975.0
10,304000,1388,2,1212.5
23,205467,2497,2,6475.0
1,251000,1984,2,9975.0
1,259000,1781,0,8725.0
13,224117,1582,1,8475.0
14,270000,1956,1,5875.0
11,163650,1560,1,6650.0
24,229000,1975,0,5950.0
1,259392,1984,2,3975.0
16,127000,1197,2,6200.0
12,129600,1598,1,14500.0
3,159563,1598,1,12474.75
11,178000,998,2,6225.0
7,191100,998,2,2875.0
15,98344,1395,2,17225.0
20,155231,1598,2,6976.25
18,135377,1598,1,14725.0
3,307000,1998,0,2725.0
0,181650,1968,1,17475.0
19,59000,1984,2,12500.0
9,218500,1598,1,4375.0
5,152900,1591,2,9975.0
20,244000,1997,2,9166.5
19,190000,2771,2,2999.75
17,149000,1560,1,6375.0
10,161400,1388,2,4225.0
19,205000,1968,1,30135.0
3,112000,1598,1,14749.75
12,245000,1390,2,625.0
9,169080,1198,2,3675.0
12,179000,1390,2,4725.0
17,227639,1997,1,7475.0
14,142000,1956,1,6500.0
12,186000,1598,1,8225.0
23,294000,2494,2,5225.0
23,150000,1995,1,8925.0
18,112714,1395,2,18725.0
9,182149,1198,2,1725.0
8,272449,2148,1,4875.0
20,1,1332,2,33287.5
4,78500,1991,2,23250.0
0,228000,1395,2,8725.0
17,127000,1997,1,15725.0
14,93000,1798,2,7624.75
13,53834,1368,2,9625.0
3,224400,1598,2,2450.0
18,234251,1598,2,4750.0
23,310000,1995,1,16944.25
9,81571,1197,2,9125.0
22,226000,1995,2,4987.5
3,135962,1598,1,13725.0
1,246000,1968,1,6249.75
3,199000,1598,2,3725.0
14,8320,1995,1,34975.0
11,168000,1596,2,5475.0
1,135216,2393,2,4987.5
23,239800,1995,1,11725.0
10,114000,1242,2,6225.0
17,177000,2261,2,3999.75
7,7,1199,2,16147.5
0,312000,1781,0,2000.0
15,183797,1595,2,3975.0
0,220000,1598,2,6625.0
19,225000,1781,2,1725.0
12,48000,1595,2,4475.0
3,258000,1910,1,2975.0
11,239000,1596,2,2200.0
8,279000,2143,1,9975.0
0,139500,1395,2,7247.5
7,146000,1229,2,2999.75
10,95000,1242,2,8975.0
22,162000,1995,2,5499.75
18,191000,1968,1,16425.0
17,290729,1997,1,6975.0
9,131000,1198,2,4249.75
10,49300,1084,2,9987.5
4,178000,1598,1,17750.0
14,86850,1598,1,21100.0
22,202000,1995,1,6225.0
1,316000,1781,2,3225.0
13,188000,1591,0,4475.0
21,186000,1598,2,8475.0
21,203500,1596,2,4275.0
9,80170,999,2,12975.0
11,85384,1499,1,13725.0
3,105000,1364,2,3950.0
8,204000,1950,1,29125.0
3,258000,1598,2,2500.0
16,117526,1197,2,15375.0
1,207000,1984,0,4625.0
1,137000,1968,1,19500.0
15,174000,1798,2,4975.0
0,40585,1395,2,13000.0
7,150000,1229,2,2225.0
5,5,1482,2,22043.25
24,10,1598,2,28200.0
16,95200,1598,2,6225.0
12,108000,1598,1,17475.0
22,113161,1997,2,11725.0
19,238000,1968,1,4475.0
22,87500,2000,1,29475.0
19,136009,1968,1,27150.0
6,223000,1598,2,2475.0
10,119302,1242,2,9425.0
3,149000,1956,1,7999.75
14,219000,1956,1,6725.0
16,160000,1598,2,4725.0
16,258000,1870,1,1722.0
1,221200,1968,1,4872.5
19,180104,1395,2,15475.0
2,140000,1984,2,18750.0
11,182200,1798,2,4475.0
22,97000,1995,1,13500.0
15,29500,1197,2,15067.5
16,1,1332,2,30875.0
4,217000,1796,2,3725.0
17,246000,1997,1,6875.0
14,203470,1796,2,5625.0
3,186524,1598,1,9875.0
15,190220,1968,1,17475.0
19,150000,1968,1,18475.0
22,155000,2171,2,6475.0
3,34900,1399,2,18725.0
2,160000,1968,1,21475.0
17,95838,2261,2,6197.25
8,113400,1950,1,35975.0
4,151291,1796,2,9250.0
24,212176,1591,2,11475.0
19,102447,1968,1,33725.0
16,116000,1197,2,6475.0
11,160000,1560,1,3750.0
4,219300,2143,1,17999.75
19,103826,2000,1,22475.0
1,270000,1896,1,3725.0
22,239987,1995,1,10975.0
1,296369,1595,0,2875.0
20,186000,1997,0,7725.0
15,59045,1984,1,13825.0
3,143430,1364,2,8750.0
7,37700,1398,2,11174.75
12,165000,1598,2,975.0
19,331000,1598,1,10475.0
8,61000,1950,1,34440.0
15,111521,1197,2,9225.0
14,268532,1956,1,5624.75
12,218000,1896,1,4725.0
14,138000,1598,2,7475.0
19,167406,1395,2,16225.0
3,127917,1364,0,8200.0
21,104900,1598,2,8625.0
12,173155,1595,2,2475.0
15,21000,1498,2,18225.0
12,55339,1197,2,12500.0
23,308608,2171,0,6000.0
18,208000,1595,0,4300.0
9,187000,1390,2,3050.0
2,198200,1984,2,26475.0
1,243000,1896,1,5625.0
20,247000,1598,0,7200.0
11,194000,1596,2,7500.0
18,198000,1598,1,12475.0
14,230118,1956,1,5975.0
12,42900,1395,2,16950.0
19,90235,1984,2,27975.0
15,121889,1197,2,12949.75
0,256000,1896,1,3175.0
24,200000,1591,2,9462.5
21,15000,1499,2,32600.0
18,139330,1798,2,5975.0
12,278000,1968,1,8725.0
12,106054,1395,2,16225.0
2,301600,1896,1,1725.0
19,338000,1968,1,2625.0
11,195000,1498,1,9975.0
11,259207,1498,1,6125.0
15,166000,1968,1,12475.0
7,112000,1400,0,8975.0
5,91145,1591,2,9975.0
5,192781,1396,2,4475.0
8,78895,2143,1,23739.0
11,225969,1997,1,6625.0
10,1,998,2,20267.5
17,152025,2521,2,6225.0
12,136000,1598,1,11225.0
20,160614,1997,2,10750.0
20,220000,1995,1,7475.0
3,176083,1796,2,2750.0
13,205000,1396,2,4975.0
11,24000,1498,1,18191.0
17,189000,1753,1,5100.0
22,299500,1995,1,5850.0
3,70492,1598,1,15475.0
15,251000,1598,1,4575.0
7,165000,1389,2,1475.0
15,250000,1896,1,3375.0
11,69000,999,2,9975.0
17,187123,1596,2,6225.0
5,168000,1396,1,7500.0
22,196000,1995,2,4725.0
0,236000,1595,2,2650.0
5,48582,1396,2,12250.0
1,208200,1781,2,4900.0
5,6,1482,2,24710.75
1,239000,1984,2,6975.0
3,201000,1364,0,3075.0
7,178293,1229,0,5500.0
19,248963,1896,1,2999.75
15,332000,1595,0,1675.0
2,196610,2393,2,5725.0
1,300000,1984,2,5375.0
17,278000,1998,1,1225.0
1,153000,1968,1,18725.0
22,295000,1995,1,5625.0
2,280000,1968,1,3999.75
19,209000,1596,2,1475.0
3,105853,1399,2,14449.75
18,126640,1598,1,15725.0
1,222000,2000,1,12500.0
24,112180,1685,1,21375.0
19,290000,1598,1,11225.0
18,28716,1498,2,31625.0
15,197000,1595,2,3749.75
23,251100,1995,1,16225.0
7,24050,1398,0,8987.5
24,93000,1591,2,12425.0
15,184150,2000,1,16725.0
20,50728,1618,2,19625.0
17,322000,1997,1,3997.5
13,153735,1396,2,8225.0
23,171260,1995,1,22975.0
24,86557,1685,1,18975.0
12,1,1498,2,37125.0
9,106308,1390,0,5750.0
20,188000,1997,2,6975.0
9,11670,999,2,15975.0
22,41816,1995,1,28675.0
6,1,999,2,16125.0
16,240000,1461,1,3975.0
15,195746,1896,1,3475.0
17,174248,1596,2,4975.0
23,169000,1995,1,19975.0
24,276942,1975,2,4737.5
16,177030,1870,1,4500.0
7,5748,1398,2,12975.0
22,204000,1995,1,10475.0
22,37200,1998,2,29250.0
17,193000,1997,1,13247.5
3,155500,1598,2,6225.0
15,170000,1968,1,6975.0
21,183769,1995,1,2725.0
19,247000,1968,1,5250.0
10,192580,1399,1,4625.0
9,62679,999,2,13475.0
18,88617,999,2,17225.0
2,212000,1968,1,14975.0
6,139000,1149,2,2475.0
1,230000,1968,1,7875.0
1,144000,1798,2,9225.0
11,81000,999,2,10975.0
22,204000,1995,2,5747.5
2,135550,1968,1,31475.0
19,86954,1968,1,21725.0
4,155382,1597,2,7533.75
22,73490,1995,1,27250.0
3,247000,1686,1,3250.0
12,167000,1984,2,1674.75
3,201200,1796,2,3850.0
0,169000,1798,2,6975.0
22,271183,2494,2,6500.0
5,211114,1582,1,4625.0
1,203710,1781,2,7475.0
18,47270,1984,2,15475.0
5,8,1482,2,25997.5
22,235200,1995,2,6747.5
22,110000,1997,2,21749.75
